loan_id,customer_id,loan_amount,interest_rate,start_date,end_date,status
919,189,12105.98,5.72,2024-08-25,2025-10-17,active
920,57,1957.74,3.76,2023-01-07,2026-08-01,closed
921,344,23248.14,13.51,2020-11-26,2026-09-23,closed
922,480,42615.75,8.0,2022-01-03,2025-01-23,defaulted
923,178,11206.2,5.46,2024-07-27,2026-08-15,closed
924,492,19774.0,3.17,2021-12-21,2027-05-04,defaulted
925,169,8927.96,12.54,2023-09-06,2025-05-14,active
926,219,2602.07,7.72,2022-08-20,2025-07-22,defaulted
927,260,29273.55,14.28,2022-05-03,2025-04-17,closed
928,59,35422.86,6.75,2021-04-03,2025-07-20,active
929,359,31018.67,5.7,2025-07-11,2026-12-27,active
930,45,47497.87,6.48,2024-03-14,2026-06-13,active
931,137,20769.44,13.24,2021-11-19,2025-04-19,defaulted
932,357,18849.61,10.5,2021-01-15,2025-01-28,defaulted
933,80,36710.39,6.87,2024-03-20,2025-08-24,defaulted
934,13,6607.91,9.01,2023-06-09,2027-04-13,active
935,263,41244.06,6.42,2020-10-01,2021-03-10,defaulted
936,38,31336.95,4.07,2024-07-07,2025-04-24,closed
937,91,5592.17,6.01,2023-09-21,2026-10-14,closed
938,354,17651.97,6.37,2020-09-26,2021-06-26,closed
939,267,20725.86,11.42,2022-09-03,2027-02-25,defaulted
940,198,38310.69,3.76,2021-10-17,2024-11-11,defaulted
941,486,2739.45,3.44,2021-08-17,2027-07-06,closed
942,360,1094.16,3.93,2023-06-26,2025-10-24,closed
943,232,48911.3,13.56,2024-10-01,2026-09-01,active
944,173,9574.89,10.36,2020-12-07,2025-01-25,active
945,118,34148.61,5.5,2024-12-08,2026-11-18,closed
946,3,32399.78,5.9,2021-07-16,2025-12-02,closed
947,167,11128.12,6.52,2025-05-24,2027-01-17,active
948,444,5848.49,14.07,2022-05-12,2025-01-14,active
949,90,4213.79,10.42,2021-12-14,2022-05-23,closed
950,335,49663.59,7.56,2022-09-10,2025-12-09,defaulted
951,238,7033.99,5.01,2022-07-22,2023-03-10,active
952,237,16908.06,12.11,2024-06-02,2024-12-01,active
953,364,23137.48,7.81,2024-08-20,2026-06-11,active
954,183,17327.94,9.54,2022-03-16,2022-05-22,defaulted
955,238,29660.34,7.24,2024-06-18,2026-08-29,active
956,143,15753.74,7.43,2021-12-17,2026-07-16,defaulted
957,48,26484.45,14.3,2021-07-01,2025-08-19,closed
958,345,4564.91,10.49,2021-11-01,2024-06-03,closed
959,13,4324.55,5.36,2023-11-12,2024-08-27,active
960,238,12760.46,3.31,2022-06-12,2022-08-13,defaulted
961,478,10684.09,8.67,2021-06-27,2025-06-15,active
962,480,40311.16,6.0,2022-06-08,2024-11-19,closed
963,238,45103.35,3.91,2025-08-02,2026-05-27,active
964,365,37846.72,6.54,2024-09-13,2027-03-23,active
965,327,27729.76,6.41,2022-10-30,2024-03-26,closed
966,461,12830.58,6.04,2023-02-27,2025-10-17,defaulted
967,251,46245.96,13.0,2022-03-17,2023-01-01,closed
968,74,13626.81,10.77,2024-06-04,2024-10-29,defaulted
969,374,44231.68,9.48,2022-05-21,2026-12-13,closed
970,54,33391.99,10.67,2023-04-07,2025-04-30,closed
971,285,14343.02,7.91,2021-04-29,2026-05-18,defaulted
972,362,10389.02,9.05,2024-02-24,2026-12-11,closed
973,499,19166.01,5.99,2025-06-29,2025-11-05,defaulted
974,389,21615.3,3.29,2023-10-07,2026-06-29,defaulted
975,355,3819.29,5.26,2023-07-31,2024-12-23,defaulted
976,117,14915.16,8.46,2021-02-26,2027-07-01,defaulted
977,295,22504.1,9.76,2024-12-17,2025-02-06,closed
978,357,9513.11,8.93,2022-02-18,2026-10-27,defaulted
979,358,18670.94,7.84,2020-11-02,2021-11-26,defaulted
980,55,25372.29,14.2,2021-08-22,2026-08-09,defaulted
981,23,11658.17,14.95,2025-05-01,2027-08-13,closed
982,472,49265.19,5.02,2025-03-02,2027-07-31,defaulted
983,32,47907.76,10.37,2022-09-07,2027-03-02,active
984,459,11372.63,12.34,2025-02-10,2026-07-12,closed
985,433,7385.99,3.53,2021-06-08,2027-01-14,active
986,404,3193.93,7.85,2025-07-31,2025-11-16,defaulted
987,335,22905.3,3.23,2022-12-09,2023-02-26,defaulted
988,497,14833.96,6.8,2023-06-18,2024-01-28,closed
989,142,39448.73,12.17,2022-03-27,2023-05-20,closed
990,115,12951.59,13.61,2020-09-01,2022-11-25,closed
991,453,48424.5,11.76,2021-11-07,2025-08-27,active
992,294,37349.32,7.27,2022-03-10,2023-08-04,active
993,245,20609.45,4.95,2023-01-23,2027-07-28,defaulted
994,75,4879.55,7.68,2021-01-04,2027-02-21,defaulted
995,461,12499.98,4.99,2023-07-16,2024-01-23,closed
996,60,36553.26,10.75,2023-08-06,2024-07-12,active
997,146,45528.88,8.94,2021-11-18,2025-04-29,defaulted
998,177,19803.59,11.11,2020-11-27,2027-04-27,defaulted
999,334,47367.74,10.61,2020-10-15,2026-07-01,closed
1000,392,26989.08,9.92,2021-11-05,2027-03-28,defaulted
